id,booking_id,room_id,check_in_expected,check_out_expected,check_in_actual,check_out_actual,price_per_night
16095,16095,5,2017-10-15,2017-10-18,,,65.0
16096,16096,36,2018-10-02,2018-10-05,2018-10-02,2018-10-05,107.41
16097,16097,37,2018-04-14,2018-04-17,,,102.3
16098,16098,8,2018-07-18,2018-07-20,2018-07-18,2018-07-20,65.0
16099,16099,39,2018-10-28,2018-10-31,2018-10-28,2018-10-31,104.4
16100,16100,10,2018-01-30,2018-02-01,2018-01-30,2018-02-01,110.5
16101,16101,31,2018-07-05,2018-07-12,2018-07-05,2018-07-12,82.45
16102,16102,2,2018-08-26,2018-08-27,,,112.5
16103,16103,33,2017-12-30,2018-01-03,2017-12-30,2018-01-03,61.0
16104,16104,34,2018-09-26,2018-09-30,2018-09-26,2018-09-30,149.4
16105,16105,5,2018-03-24,2018-03-27,,,147.67
16106,16106,6,2018-03-14,2018-03-16,,,76.5
16107,16107,7,2018-12-23,2018-12-24,2018-12-23,2018-12-24,93.6
16108,16108,38,2018-08-08,2018-08-12,,,198.0
16109,16109,9,2017-09-09,2017-09-13,2017-09-09,2017-09-13,54.75
16110,16110,10,2018-03-19,2018-03-24,2018-03-19,2018-03-24,146.2
16111,16111,1,2017-07-06,2017-07-09,,,76.5
16112,16112,2,2018-06-06,2018-06-10,2018-06-06,2018-06-10,120.0
16113,16113,3,2018-10-25,2018-10-28,,,69.99
16114,16114,4,2018-04-01,2018-04-06,2018-04-01,2018-04-06,88.91
16115,16115,35,2018-06-09,2018-06-11,,,159.3
16116,16116,6,2017-10-04,2017-10-06,2017-10-04,2017-10-06,73.0
16117,16117,7,2017-09-07,2017-09-09,2017-09-07,2017-09-09,133.5
16118,16118,8,2018-03-25,2018-03-29,2018-03-25,2018-03-29,58.0
16119,16119,9,2018-07-04,2018-07-07,2018-07-04,2018-07-07,105.3
16120,16120,40,2018-04-24,2018-04-26,2018-04-24,2018-04-26,118.8
16121,16121,1,2018-03-23,2018-03-29,2018-03-23,2018-03-29,61.5
16122,16122,2,2018-09-02,2018-09-05,2018-09-02,2018-09-05,96.3
16123,16123,3,2017-11-04,2017-11-05,2017-11-04,2017-11-05,83.0
16124,16124,4,2018-02-26,2018-02-27,2018-02-26,2018-02-27,79.0
16125,16125,5,2017-09-18,2017-09-19,2017-09-18,2017-09-19,94.5
16126,16126,6,2018-08-13,2018-08-15,,,105.3
16127,16127,7,2018-08-02,2018-08-10,2018-08-02,2018-08-10,72.25
16128,16128,8,2017-10-13,2017-10-16,2017-10-13,2017-10-16,91.0
16129,16129,9,2017-12-17,2017-12-19,2017-12-17,2017-12-19,65.0
16130,16130,10,2018-07-30,2018-08-01,2018-07-30,2018-08-01,90.0
16131,16131,1,2018-09-22,2018-09-25,2018-09-22,2018-09-25,95.67
16132,16132,2,2018-08-03,2018-08-04,,,94.5
16133,16133,3,2018-07-23,2018-07-30,,,99.45
16134,16134,34,2018-06-11,2018-06-12,2018-06-11,2018-06-12,136.0
16135,16135,5,2018-02-28,2018-03-03,,,60.0
16136,16136,6,2018-07-04,2018-07-09,2018-07-04,2018-07-09,97.75
16137,16137,7,2018-10-25,2018-10-30,2018-10-25,2018-10-30,85.0
16138,16138,8,2018-09-26,2018-09-29,,,75.0
16139,16139,9,2018-07-23,2018-07-27,2018-07-23,2018-07-27,81.25
16140,16140,10,2017-09-09,2017-09-11,2017-09-09,2017-09-11,114.0
16141,16141,1,2018-02-11,2018-02-17,2018-02-11,2018-02-17,79.0
16142,16142,2,2018-06-15,2018-06-16,2018-06-15,2018-06-16,95.48
16143,16143,33,2018-05-27,2018-05-29,,,140.4
16144,16144,4,2018-06-17,2018-06-19,,,75.0
16145,16145,5,2017-12-23,2017-12-27,2017-12-23,2017-12-27,58.3
16146,16146,6,2017-12-28,2018-01-02,2017-12-28,2018-01-02,145.61
16147,16147,7,2018-07-28,2018-07-29,2018-07-28,2018-07-29,139.5
16148,16148,8,2018-05-13,2018-05-16,,,95.0
16149,16149,9,2018-11-03,2018-11-06,,,89.0
16150,16150,10,2018-03-07,2018-03-10,2018-03-07,2018-03-10,65.58
16151,16151,1,2018-07-08,2018-07-10,2018-07-08,2018-07-10,146.7
16152,16152,2,2018-08-21,2018-08-22,,,167.0
16153,16153,3,2018-12-10,2018-12-15,,,73.95
16154,16154,4,2018-11-21,2018-11-26,2018-11-21,2018-11-26,68.07
16155,16155,35,2018-10-19,2018-10-24,2018-10-19,2018-10-24,101.87
16156,16156,6,2018-08-06,2018-08-09,,,151.0
16157,16157,57,2018-06-01,2018-06-05,,,187.85
16158,16158,38,2018-12-29,2019-01-01,2018-12-29,2019-01-01,110.7
16159,16159,9,2018-04-18,2018-04-20,2018-04-18,2018-04-20,70.0
16160,16160,40,2018-03-30,2018-04-03,,,130.9
16161,16161,1,2018-07-21,2018-07-23,,,115.0
16162,16162,32,2018-05-13,2018-05-16,,,140.4
16163,16163,3,2018-08-18,2018-08-20,,,115.0
16164,16164,4,2018-05-15,2018-05-19,2018-05-15,2018-05-19,104.55
16165,16165,5,2018-01-04,2018-01-08,2018-01-04,2018-01-08,75.0
16166,16166,36,2017-10-28,2017-11-03,2017-10-28,2017-11-03,129.65
16167,16167,7,2018-12-26,2019-01-01,,,79.62
16168,16168,8,2018-09-28,2018-10-02,2018-09-28,2018-10-02,110.0
16169,16169,9,2018-08-06,2018-08-13,2018-08-06,2018-08-13,72.75
16170,16170,10,2018-07-02,2018-07-05,2018-07-02,2018-07-05,96.3
16171,16171,1,2018-10-14,2018-10-16,,,115.0
16172,16172,2,2018-12-27,2019-01-03,2018-12-27,2019-01-03,69.29
16173,16173,43,2018-09-12,2018-09-15,2018-09-12,2018-09-15,65.0
16174,16174,4,2018-06-09,2018-06-10,2018-06-09,2018-06-10,116.1
16175,16175,5,2017-08-29,2017-09-05,,,98.57
16176,16176,6,2018-06-18,2018-06-22,2018-06-18,2018-06-22,141.0
16177,16177,7,2018-04-18,2018-04-21,2018-04-18,2018-04-21,87.3
16178,16178,8,2017-09-20,2017-09-27,2017-09-20,2017-09-27,138.57
16179,16179,9,2018-09-30,2018-10-03,,,95.0
16180,16180,10,2017-10-29,2017-10-30,2017-10-29,2017-10-30,130.0
16181,16181,1,2017-09-10,2017-09-14,2017-09-10,2017-09-14,147.75
16182,16182,12,2017-12-15,2017-12-18,2017-12-15,2017-12-18,160.83
16183,16183,3,2018-03-09,2018-03-13,2018-03-09,2018-03-13,105.0
16184,16184,4,2017-10-04,2017-10-08,2017-10-04,2017-10-08,46.54
16185,16185,5,2017-09-18,2017-09-20,,,124.0
16186,16186,6,2017-10-29,2017-11-02,2017-10-29,2017-11-02,93.08
16187,16187,7,2018-08-06,2018-08-07,,,105.3
16188,16188,38,2018-10-20,2018-10-24,2018-10-20,2018-10-24,90.95
16189,16189,59,2018-01-02,2018-01-04,2018-01-02,2018-01-04,112.0
16190,16190,10,2018-11-11,2018-11-14,2018-11-11,2018-11-14,112.2
16191,16191,1,2017-10-17,2017-10-19,2017-10-17,2017-10-19,162.0
16192,16192,32,2018-12-30,2019-01-03,2018-12-30,2019-01-03,133.55
16193,16193,3,2018-12-08,2018-12-11,2018-12-08,2018-12-11,68.0
16194,16194,4,2018-02-10,2018-02-15,2018-02-10,2018-02-15,63.88
16195,16195,35,2018-08-13,2018-08-20,2018-08-13,2018-08-20,159.3
16196,16196,6,2018-11-01,2018-11-04,,,110.0
16197,16197,7,2018-10-12,2018-10-15,,,110.0
16198,16198,8,2017-12-03,2017-12-08,,,72.25
16199,16199,9,2018-04-14,2018-04-19,2018-04-14,2018-04-19,90.95
16200,16200,10,2018-01-19,2018-01-22,2018-01-19,2018-01-22,71.0
16201,16201,1,2018-04-25,2018-04-29,2018-04-25,2018-04-29,65.49
16202,16202,2,2018-11-18,2018-11-20,,,52.0
16203,16203,3,2018-01-21,2018-01-22,2018-01-21,2018-01-22,66.0
16204,16204,4,2018-10-21,2018-10-23,,,110.0
16205,16205,5,2018-03-10,2018-03-12,2018-03-10,2018-03-12,70.0
16206,16206,6,2018-06-08,2018-06-09,2018-06-08,2018-06-09,109.0
16207,16207,7,2018-08-13,2018-08-14,2018-08-13,2018-08-14,168.0
16208,16208,8,2017-08-04,2017-08-06,2017-08-04,2017-08-06,68.0
16209,16209,39,2018-06-10,2018-06-15,2018-06-10,2018-06-15,90.95
16210,16210,10,2018-02-19,2018-02-20,2018-02-19,2018-02-20,81.0
16211,16211,31,2018-07-23,2018-07-27,2018-07-23,2018-07-27,137.7
16212,16212,2,2018-11-21,2018-11-23,,,86.4
16213,16213,3,2017-11-20,2017-11-22,2017-11-20,2017-11-22,73.0
16214,16214,4,2017-10-07,2017-10-11,2017-10-07,2017-10-11,89.25
16215,16215,5,2018-05-13,2018-05-18,,,61.0
16216,16216,6,2018-02-06,2018-02-07,2018-02-06,2018-02-07,93.0
16217,16217,7,2018-03-11,2018-03-12,2018-03-11,2018-03-12,90.0
16218,16218,8,2018-08-29,2018-08-31,2018-08-29,2018-08-31,80.0
16219,16219,9,2017-12-05,2017-12-08,2017-12-05,2017-12-08,112.1
16220,16220,10,2018-10-23,2018-10-25,,,90.0
16221,16221,1,2018-12-28,2019-01-02,2018-12-28,2019-01-02,71.23
16222,16222,2,2018-10-07,2018-10-11,2018-10-07,2018-10-11,117.04
16223,16223,3,2017-11-11,2017-11-12,2017-11-11,2017-11-12,65.0
16224,16224,4,2018-09-16,2018-09-20,2018-09-16,2018-09-20,154.0
16225,16225,5,2018-06-12,2018-06-15,2018-06-12,2018-06-15,149.0
16226,16226,36,2018-09-27,2018-09-29,,,154.0
16227,16227,7,2018-03-10,2018-03-14,2018-03-10,2018-03-14,63.75
16228,16228,8,2018-03-05,2018-03-08,2018-03-05,2018-03-08,78.5
16229,16229,39,2018-12-26,2018-12-29,2018-12-26,2018-12-29,122.4
16230,16230,10,2018-05-29,2018-06-01,2018-05-29,2018-06-01,80.75
16231,16231,1,2018-08-02,2018-08-03,2018-08-02,2018-08-03,92.93
16232,16232,2,2018-04-28,2018-05-03,2018-04-28,2018-05-03,101.15
16233,16233,3,2018-02-06,2018-02-09,2018-02-06,2018-02-09,69.5
16234,16234,34,2018-12-07,2018-12-11,2018-12-07,2018-12-11,96.9
16235,16235,5,2018-10-14,2018-10-16,,,115.0
16236,16236,6,2017-09-20,2017-09-24,,,124.0
16237,16237,7,2018-10-31,2018-11-01,2018-10-31,2018-11-01,140.0
16238,16238,8,2018-08-15,2018-08-18,2018-08-15,2018-08-18,114.3
16239,16239,9,2018-08-26,2018-08-28,2018-08-26,2018-08-28,90.9
16240,16240,10,2018-04-20,2018-04-22,2018-04-20,2018-04-22,126.0
16241,16241,1,2018-07-27,2018-07-28,,,121.5
16242,16242,2,2018-09-21,2018-09-26,,,129.6
16243,16243,3,2017-08-11,2017-08-16,2017-08-11,2017-08-16,90.0
16244,16244,4,2018-12-10,2018-12-11,2018-12-10,2018-12-11,127.8
16245,16245,35,2018-02-24,2018-02-27,2018-02-24,2018-02-27,161.8
16246,16246,6,2018-07-11,2018-07-13,2018-07-11,2018-07-13,130.5
16247,16247,37,2018-12-08,2018-12-11,,,126.0
16248,16248,8,2018-11-06,2018-11-10,,,151.94
16249,16249,39,2017-12-30,2018-01-03,2017-12-30,2018-01-03,113.2
16250,16250,10,2018-09-21,2018-09-25,,,117.0
16251,16251,1,2018-03-19,2018-03-26,2018-03-19,2018-03-26,41.43
16252,16252,2,2018-11-14,2018-11-19,2018-11-14,2018-11-19,88.4
16253,16253,33,2018-05-21,2018-05-23,,,156.0
16254,16254,4,2018-07-17,2018-07-20,2018-07-17,2018-07-20,75.0
16255,16255,5,2017-09-18,2017-09-20,2017-09-18,2017-09-20,109.0
16256,16256,36,2018-09-20,2018-09-23,2018-09-20,2018-09-23,168.3
16257,16257,37,2018-10-10,2018-10-14,,,148.28
16258,16258,8,2018-06-24,2018-06-26,2018-06-24,2018-06-26,95.0
16259,16259,9,2017-11-24,2017-11-27,2017-11-24,2017-11-27,67.83
16260,16260,10,2017-09-15,2017-09-17,2017-09-15,2017-09-17,89.25
16261,16261,1,2018-06-26,2018-06-29,,,137.67
16262,16262,2,2018-04-22,2018-04-23,2018-04-22,2018-04-23,119.0
16263,16263,3,2018-02-06,2018-02-09,2018-02-06,2018-02-09,69.5
16264,16264,4,2018-09-26,2018-09-29,,,75.0
16265,16265,55,2018-10-29,2018-11-01,,,159.9
16266,16266,6,2018-06-24,2018-06-26,,,115.0
16267,16267,7,2018-10-30,2018-11-02,,,82.5
16268,16268,38,2018-06-04,2018-06-05,2018-06-04,2018-06-05,90.95
16269,16269,39,2018-10-27,2018-10-29,2018-10-27,2018-10-29,129.6
16270,16270,10,2018-12-02,2018-12-03,2018-12-02,2018-12-03,90.0
16271,16271,1,2018-08-14,2018-08-19,,,115.25
16272,16272,2,2018-05-19,2018-05-21,2018-05-19,2018-05-21,100.0
16273,16273,33,2018-04-21,2018-04-25,2018-04-21,2018-04-25,137.7
16274,16274,4,2018-11-21,2018-11-24,2018-11-21,2018-11-24,72.0
16275,16275,5,2018-02-13,2018-02-14,2018-02-13,2018-02-14,79.0
16276,16276,36,2018-04-07,2018-04-11,,,127.5
16277,16277,37,2018-11-07,2018-11-08,2018-11-07,2018-11-08,0.0
16278,16278,8,2018-04-09,2018-04-11,,,70.0
16279,16279,9,2017-11-20,2017-11-22,2017-11-20,2017-11-22,73.0
16280,16280,10,2018-04-22,2018-04-25,2018-04-22,2018-04-25,80.0
16281,16281,1,2018-03-01,2018-03-02,2018-03-01,2018-03-02,96.0
16282,16282,2,2018-09-15,2018-09-16,2018-09-15,2018-09-16,100.0
16283,16283,43,2018-06-27,2018-06-28,,,200.0
16284,16284,4,2018-04-18,2018-04-21,2018-04-18,2018-04-21,71.0
16285,16285,5,2017-10-19,2017-10-22,2017-10-19,2017-10-22,0.0
16286,16286,6,2017-12-26,2017-12-30,2017-12-26,2017-12-30,55.0
16287,16287,17,2018-01-07,2018-01-08,2018-01-07,2018-01-08,88.25
16288,16288,8,2018-03-12,2018-03-19,2018-03-12,2018-03-19,58.6
16289,16289,9,2018-04-03,2018-04-06,,,76.5
16290,16290,10,2018-03-26,2018-04-01,2018-03-26,2018-04-01,80.75
16291,16291,1,2017-10-10,2017-10-13,2017-10-10,2017-10-13,65.0
16292,16292,2,2018-05-29,2018-05-31,,,111.0
16293,16293,3,2018-02-05,2018-02-07,2018-02-05,2018-02-07,93.0
16294,16294,4,2018-05-17,2018-05-21,,,70.0
16295,16295,5,2018-07-17,2018-07-21,2018-07-17,2018-07-21,72.25
16296,16296,6,2018-04-01,2018-04-04,2018-04-01,2018-04-04,81.9
16297,16297,7,2017-10-17,2017-10-20,2017-10-17,2017-10-20,65.0
16298,16298,8,2018-05-24,2018-05-25,2018-05-24,2018-05-25,105.34
16299,16299,9,2018-03-30,2018-04-03,2018-03-30,2018-04-03,85.85
16300,16300,40,2018-08-10,2018-08-12,,,207.0
16301,16301,1,2018-11-24,2018-11-25,2018-11-24,2018-11-25,65.6
16302,16302,62,2018-09-15,2018-09-18,2018-09-15,2018-09-18,289.0
16303,16303,33,2018-03-16,2018-03-25,2018-03-16,2018-03-25,66.72
16304,16304,4,2018-10-16,2018-10-17,,,115.0
16305,16305,5,2018-10-15,2018-10-18,,,106.3
16306,16306,6,2018-03-25,2018-03-29,,,65.0
16307,16307,7,2018-11-01,2018-11-04,,,110.0
16308,16308,8,2017-09-30,2017-10-02,2017-09-30,2017-10-02,121.0
16309,16309,9,2017-09-19,2017-09-22,2017-09-19,2017-09-22,76.5
16310,16310,10,2018-05-13,2018-05-16,2018-05-13,2018-05-16,126.9
16311,16311,1,2018-05-05,2018-05-08,,,90.0
16312,16312,32,2018-12-28,2019-01-01,2018-12-28,2019-01-01,131.35
16313,16313,3,2018-07-01,2018-07-06,2018-07-01,2018-07-06,107.1
16314,16314,4,2018-08-13,2018-08-15,2018-08-13,2018-08-15,180.0
16315,16315,5,2018-09-01,2018-09-02,2018-09-01,2018-09-02,124.0
16316,16316,6,2018-10-14,2018-10-18,,,115.0
16317,16317,7,2018-06-21,2018-06-24,,,88.6
16318,16318,8,2017-10-23,2017-10-27,2017-10-23,2017-10-27,88.5
16319,16319,9,2017-09-30,2017-10-02,2017-09-30,2017-10-02,121.0
16320,16320,10,2018-07-05,2018-07-12,,,72.25
16321,16321,1,2018-04-27,2018-05-04,2018-04-27,2018-05-04,86.82
16322,16322,2,2018-06-12,2018-06-14,2018-06-12,2018-06-14,84.0
16323,16323,33,2018-05-05,2018-05-09,,,124.53
16324,16324,4,2017-10-06,2017-10-09,2017-10-06,2017-10-09,98.67
16325,16325,5,2018-10-03,2018-10-06,2018-10-03,2018-10-06,144.0
16326,16326,6,2018-11-22,2018-11-24,2018-11-22,2018-11-24,79.2
16327,16327,7,2018-09-26,2018-09-29,,,107.0
16328,16328,8,2018-12-08,2018-12-11,2018-12-08,2018-12-11,68.0
16329,16329,39,2018-11-11,2018-11-14,,,166.67
16330,16330,40,2017-10-30,2017-11-02,2017-10-30,2017-11-02,70.0
16331,16331,31,2017-09-15,2017-09-17,,,209.5
16332,16332,2,2018-06-22,2018-06-24,,,100.8
16333,16333,33,2018-07-20,2018-07-22,2018-07-20,2018-07-22,162.0
16334,16334,4,2018-06-02,2018-06-05,,,120.0
16335,16335,5,2018-07-06,2018-07-12,,,110.0
16336,16336,6,2018-10-23,2018-10-25,,,115.0
16337,16337,37,2018-10-21,2018-10-25,2018-10-21,2018-10-25,151.2
16338,16338,8,2018-07-30,2018-08-01,,,115.0
16339,16339,9,2018-03-24,2018-03-27,2018-03-24,2018-03-27,53.38
16340,16340,40,2018-01-05,2018-01-09,2018-01-05,2018-01-09,62.0
16341,16341,1,2017-10-16,2017-10-18,2017-10-16,2017-10-18,109.0
16342,16342,2,2018-08-02,2018-08-07,,,107.1
16343,16343,43,2018-03-21,2018-03-22,2018-03-21,2018-03-22,135.0
16344,16344,4,2018-06-16,2018-06-17,2018-06-16,2018-06-17,0.0
16345,16345,5,2018-05-09,2018-05-10,2018-05-09,2018-05-10,79.31
16346,16346,6,2018-10-02,2018-10-04,2018-10-02,2018-10-04,135.0
16347,16347,7,2018-11-25,2018-11-29,2018-11-25,2018-11-29,57.59
16348,16348,8,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
16349,16349,9,2018-08-18,2018-08-20,,,115.0
16350,16350,10,2018-10-01,2018-10-04,2018-10-01,2018-10-04,98.1
16351,16351,1,2018-08-18,2018-08-20,,,115.0
16352,16352,2,2017-09-23,2017-09-26,,,224.67
16353,16353,3,2018-09-28,2018-10-02,2018-09-28,2018-10-02,140.0
16354,16354,4,2018-11-27,2018-11-30,2018-11-27,2018-11-30,68.76
16355,16355,35,2018-10-02,2018-10-04,2018-10-02,2018-10-04,96.78
16356,16356,6,2018-05-04,2018-05-09,2018-05-04,2018-05-09,99.45
16357,16357,7,2017-11-10,2017-11-12,,,104.55
16358,16358,8,2017-10-15,2017-10-16,2017-10-15,2017-10-16,100.0
16359,16359,9,2017-10-12,2017-10-14,2017-10-12,2017-10-14,60.0
16360,16360,10,2018-04-18,2018-04-20,,,96.3
16361,16361,31,2018-08-10,2018-08-11,,,166.0
16362,16362,2,2018-12-20,2018-12-24,2018-12-20,2018-12-24,100.73
16363,16363,3,2018-09-22,2018-09-25,2018-09-22,2018-09-25,123.62
16364,16364,4,2017-10-18,2017-10-20,2017-10-18,2017-10-20,96.3
16365,16365,5,2018-09-05,2018-09-12,2018-09-05,2018-09-12,89.14
16366,16366,6,2017-09-24,2017-09-26,2017-09-24,2017-09-26,105.0
16367,16367,7,2018-05-12,2018-05-13,2018-05-12,2018-05-13,129.0
16368,16368,8,2018-07-22,2018-07-24,,,94.5
16369,16369,9,2018-08-12,2018-08-15,,,69.33
16370,16370,10,2017-11-02,2017-11-05,2017-11-02,2017-11-05,72.25
16371,16371,1,2018-05-19,2018-05-21,2018-05-19,2018-05-21,109.0
16372,16372,12,2018-07-26,2018-07-29,,,86.5
16373,16373,3,2018-04-24,2018-04-25,,,94.5
16374,16374,4,2017-10-24,2017-10-25,2017-10-24,2017-10-25,96.3
16375,16375,35,2018-03-19,2018-03-22,2018-03-19,2018-03-22,121.5
16376,16376,6,2017-08-26,2017-08-27,2017-08-26,2017-08-27,0.0
16377,16377,37,2018-11-19,2018-11-26,2018-11-19,2018-11-26,91.2
16378,16378,8,2018-11-11,2018-11-12,2018-11-11,2018-11-12,88.0
16379,16379,9,2018-04-04,2018-04-07,,,80.0
16380,16380,10,2018-06-20,2018-06-23,,,120.0
16381,16381,31,2018-03-03,2018-03-04,2018-03-03,2018-03-04,0.0
16382,16382,32,2018-10-15,2018-10-18,2018-10-15,2018-10-18,111.8
16383,16383,3,2018-10-23,2018-10-25,,,115.0
16384,16384,4,2018-12-03,2018-12-06,2018-12-03,2018-12-06,63.0
16385,16385,5,2018-05-13,2018-05-16,,,95.0
16386,16386,6,2018-12-08,2018-12-12,2018-12-08,2018-12-12,88.4
16387,16387,7,2018-08-12,2018-08-20,,,139.0
16388,16388,48,2018-10-06,2018-10-09,2018-10-06,2018-10-09,144.0
16389,16389,9,2018-06-17,2018-06-19,2018-06-17,2018-06-19,116.1
16390,16390,10,2018-10-29,2018-10-31,,,109.0
16391,16391,1,2018-06-12,2018-06-18,,,120.0
16392,16392,2,2018-09-20,2018-09-21,2018-09-20,2018-09-21,94.71
16393,16393,3,2018-05-13,2018-05-16,,,95.0
16394,16394,4,2018-05-22,2018-05-25,2018-05-22,2018-05-25,80.75
16395,16395,5,2018-05-10,2018-05-12,2018-05-10,2018-05-12,126.0
16396,16396,6,2018-02-13,2018-02-16,2018-02-13,2018-02-16,66.57
16397,16397,7,2018-11-04,2018-11-06,2018-11-04,2018-11-06,93.6
16398,16398,8,2018-10-13,2018-10-16,2018-10-13,2018-10-16,95.0
16399,16399,9,2017-12-31,2018-01-04,2017-12-31,2018-01-04,119.0
16400,16400,10,2018-03-02,2018-03-06,,,73.08
16401,16401,1,2017-12-15,2017-12-19,2017-12-15,2017-12-19,65.0
16402,16402,2,2018-03-14,2018-03-18,2018-03-14,2018-03-18,83.93
16403,16403,3,2018-04-18,2018-04-22,,,72.25
16404,16404,4,2018-03-30,2018-04-02,,,87.3
16405,16405,15,2018-10-29,2018-11-01,2018-10-29,2018-11-01,95.0
16406,16406,6,2018-09-22,2018-09-25,,,95.0
16407,16407,37,2018-09-05,2018-09-08,2018-09-05,2018-09-08,115.5
16408,16408,38,2018-12-18,2018-12-22,2018-12-18,2018-12-22,90.1
16409,16409,9,2018-10-09,2018-10-10,,,108.0
16410,16410,40,2018-10-06,2018-10-09,,,125.55
16411,16411,1,2018-07-25,2018-07-29,2018-07-25,2018-07-29,89.25
16412,16412,2,2017-10-04,2017-10-09,,,94.5
16413,16413,33,2018-08-25,2018-08-27,2018-08-25,2018-08-27,109.8
16414,16414,4,2018-07-15,2018-07-18,2018-07-15,2018-07-18,106.0
16415,16415,5,2018-11-13,2018-11-15,,,93.6
16416,16416,6,2018-11-23,2018-11-26,2018-11-23,2018-11-26,75.0
16417,16417,7,2017-09-21,2017-09-23,2017-09-21,2017-09-23,65.0
16418,16418,38,2018-06-07,2018-06-10,2018-06-07,2018-06-10,174.6
16419,16419,39,2018-07-08,2018-07-13,,,144.9
16420,16420,10,2018-01-06,2018-01-08,2018-01-06,2018-01-08,115.5
16421,16421,31,2018-06-18,2018-06-21,2018-06-18,2018-06-21,150.3
16422,16422,32,2018-07-27,2018-07-30,2018-07-27,2018-07-30,137.7
16423,16423,3,2018-11-23,2018-11-26,,,78.3
16424,16424,34,2018-11-04,2018-11-06,,,146.7
16425,16425,55,2018-06-20,2018-06-21,2018-06-20,2018-06-21,162.35
16426,16426,6,2017-10-11,2017-10-16,2017-10-11,2017-10-16,92.4
16427,16427,7,2018-03-11,2018-03-15,,,54.09
16428,16428,8,2018-05-16,2018-05-17,,,105.0
16429,16429,9,2018-06-15,2018-06-17,,,112.2
16430,16430,10,2018-03-15,2018-03-16,2018-03-15,2018-03-16,71.1
16431,16431,1,2018-11-04,2018-11-07,,,89.0
16432,16432,2,2018-03-17,2018-03-22,2018-03-17,2018-03-22,73.95
16433,16433,33,2018-04-14,2018-04-19,2018-04-14,2018-04-19,152.6
16434,16434,4,2018-11-11,2018-11-13,,,79.2
16435,16435,5,2018-11-16,2018-11-18,2018-11-16,2018-11-18,73.15
16436,16436,6,2018-05-10,2018-05-13,,,141.0
16437,16437,7,2018-10-10,2018-10-13,2018-10-10,2018-10-13,80.75
16438,16438,38,2017-11-13,2017-11-16,2017-11-13,2017-11-16,60.0
16439,16439,9,2018-12-06,2018-12-13,2018-12-06,2018-12-13,90.1
16440,16440,10,2018-05-24,2018-05-26,2018-05-24,2018-05-26,125.1
16441,16441,41,2018-08-01,2018-08-04,,,106.0
16442,16442,2,2017-09-18,2017-09-19,2017-09-18,2017-09-19,108.0
16443,16443,3,2018-05-24,2018-05-26,2018-05-24,2018-05-26,110.0
16444,16444,4,2018-02-05,2018-02-07,2018-02-05,2018-02-07,77.0
16445,16445,5,2018-12-29,2019-01-02,2018-12-29,2019-01-02,152.1
16446,16446,6,2018-03-15,2018-03-18,2018-03-15,2018-03-18,69.0
16447,16447,57,2018-09-24,2018-09-27,,,207.9
16448,16448,8,2018-08-02,2018-08-10,2018-08-02,2018-08-10,96.9
16449,16449,39,2018-07-06,2018-07-10,,,120.7
16450,16450,40,2018-02-21,2018-02-23,2018-02-21,2018-02-23,105.0
16451,16451,1,2017-10-16,2017-10-17,2017-10-16,2017-10-17,89.2
16452,16452,2,2018-06-14,2018-06-15,2018-06-14,2018-06-15,111.0
16453,16453,3,2018-09-03,2018-09-05,2018-09-03,2018-09-05,98.1
16454,16454,34,2018-10-30,2018-11-05,2018-10-30,2018-11-05,71.05
16455,16455,5,2017-10-16,2017-10-18,2017-10-16,2017-10-18,109.0
16456,16456,6,2018-12-06,2018-12-08,2018-12-06,2018-12-08,79.2
16457,16457,7,2018-06-06,2018-06-10,2018-06-06,2018-06-10,110.0
16458,16458,8,2018-11-13,2018-11-17,2018-11-13,2018-11-17,92.94
16459,16459,39,2017-10-09,2017-10-11,2017-10-09,2017-10-11,136.0
16460,16460,10,2018-09-06,2018-09-11,,,137.0
16461,16461,1,2018-11-04,2018-11-07,,,89.0
16462,16462,2,2017-07-11,2017-07-14,,,94.5
16463,16463,33,2018-09-09,2018-09-11,,,149.4
16464,16464,4,2018-10-23,2018-10-25,,,115.0
16465,16465,5,2018-11-03,2018-11-06,,,89.0
16466,16466,6,2018-03-01,2018-03-05,2018-03-01,2018-03-05,119.0
16467,16467,7,2018-12-14,2018-12-15,2018-12-14,2018-12-15,78.0
16468,16468,8,2018-08-26,2018-08-28,2018-08-26,2018-08-28,169.0
16469,16469,39,2018-12-24,2018-12-25,2018-12-24,2018-12-25,138.6
16470,16470,10,2018-04-06,2018-04-07,,,75.0
16471,16471,1,2018-03-13,2018-03-14,,,97.0
16472,16472,2,2018-06-26,2018-07-01,2018-06-26,2018-07-01,107.1
16473,16473,33,2017-12-30,2018-01-02,2017-12-30,2018-01-02,197.0
16474,16474,4,2018-10-16,2018-10-18,2018-10-16,2018-10-18,130.0
16475,16475,5,2018-04-06,2018-04-07,2018-04-06,2018-04-07,104.0
16476,16476,36,2018-10-21,2018-10-23,,,132.3
16477,16477,7,2018-05-31,2018-06-03,2018-05-31,2018-06-03,111.35
16478,16478,8,2018-10-28,2018-10-29,2018-10-28,2018-10-29,57.52
16479,16479,39,2018-01-03,2018-01-07,2018-01-03,2018-01-07,79.6
16480,16480,10,2018-08-12,2018-08-15,2018-08-12,2018-08-15,85.0
16481,16481,1,2018-05-13,2018-05-15,2018-05-13,2018-05-15,126.9
